Temperature;Humidity;Windspeed;UV;Season;Weather
-3.0;95;19.5;0;Winter;Snowy
24.0;73;15.0;2;Winter;Cloudy
26.0;77;8.5;2;Autumn;Cloudy
16.0;70;14.0;0;Summer;Rainy
28.0;45;1.5;7;Summer;Sunny
32.0;36;3.0;5;Autumn;Sunny
21.0;55;2.0;10;Spring;Rainy
17.0;78;12.5;0;Summer;Rainy
60.0;109;10.0;10;Autumn;Sunny
32.0;27;10.0;8;Autumn;Sunny
17.0;51;10.5;2;Summer;Cloudy
27.0;56;1.0;1;Winter;Cloudy
17.0;76;9.0;2;Autumn;Rainy
14.0;76;12.5;0;Autumn;Rainy
68.0;88;2.0;2;Winter;Cloudy
24.0;63;7.5;1;Winter;Cloudy
22.0;57;7.5;4;Winter;Cloudy
-14.0;67;10.5;7;Winter;Rainy
30.0;62;11.5;3;Summer;Cloudy
13.0;67;5.5;3;Winter;Cloudy
-2.0;87;11.0;0;Winter;Snowy
42.0;26;2.5;10;Winter;Sunny
-2.0;83;3.5;1;Winter;Snowy
23.0;36;5.5;5;Autumn;Sunny
34.0;40;5.0;9;Autumn;Sunny
-5.0;72;17.5;1;Winter;Snowy
-2.0;76;10.5;0;Winter;Snowy
36.0;61;2.5;5;Winter;Sunny
28.0;51;14.0;2;Summer;Cloudy
-9.0;80;26.0;10;Winter;Snowy
24.0;73;7.5;7;Spring;Sunny
28.0;43;8.0;10;Spring;Sunny
35.0;43;5.0;11;Autumn;Sunny
21.0;68;13.0;3;Autumn;Cloudy
4.0;96;16.0;14;Winter;Snowy
40.0;66;8.0;5;Autumn;Sunny
13.0;53;2.5;1;Winter;Cloudy
34.0;91;18.0;3;Spring;Rainy
50.0;73;10.5;10;Summer;Cloudy
-6.0;78;2.5;0;Spring;Sunny
47.0;72;11.5;12;Autumn;Sunny
26.0;69;10.0;2;Summer;Cloudy
0.0;60;6.5;14;Autumn;Snowy
16.0;84;14.0;3;Spring;Rainy
18.0;67;0.5;2;Spring;Cloudy
24.0;54;6.0;3;Summer;Cloudy
28.0;71;30.0;12;Winter;Rainy
5.0;68;0.5;12;Autumn;Rainy
16.0;97;25.5;5;Winter;Cloudy
-3.0;83;16.0;0;Winter;Snowy
32.0;24;6.5;10;Summer;Sunny
31.0;63;13.0;2;Spring;Cloudy
-13.0;58;14.5;12;Autumn;Rainy
36.0;54;6.5;11;Winter;Sunny
43.0;59;1.5;10;Autumn;Sunny
24.0;78;7.0;4;Summer;Cloudy
23.0;89;16.5;2;Autumn;Rainy
23.0;33;2.5;3;Winter;Snowy
1.0;80;8.5;0;Winter;Snowy
34.0;73;6.5;1;Summer;Rainy
25.0;20;0.0;11;Summer;Sunny
22.0;73;8.5;3;Autumn;Snowy
-17.0;47;4.5;14;Spring;Cloudy
14.0;81;6.5;0;Spring;Rainy
26.0;89;6.5;0;Autumn;Rainy
13.0;69;1.5;4;Autumn;Cloudy
11.0;91;34.5;7;Winter;Rainy
15.0;74;14.0;3;Autumn;Rainy
-8.0;60;19.0;1;Winter;Snowy
-2.0;68;16.0;1;Winter;Snowy
42.0;66;5.0;11;Winter;Sunny
34.0;49;1.0;7;Summer;Sunny
32.0;66;2.0;2;Summer;Cloudy
15.0;73;10.5;3;Winter;Rainy
23.0;88;15.0;1;Summer;Rainy
20.0;67;0.0;4;Winter;Cloudy
2.0;69;1.0;0;Winter;Snowy
-6.0;73;16.0;1;Winter;Snowy
48.0;51;3.0;11;Summer;Sunny
54.0;107;26.0;4;Spring;Rainy
-10.0;89;12.5;1;Winter;Snowy
44.0;63;1.0;9;Summer;Sunny
17.0;64;19.5;2;Spring;Rainy
44.0;68;10.0;5;Summer;Sunny
-2.0;62;1.5;1;Winter;Snowy
7.0;66;8.0;12;Winter;Sunny
1.0;66;9.0;1;Winter;Snowy
17.0;54;4.5;4;Spring;Cloudy
44.0;50;8.5;7;Spring;Sunny
-7.0;68;12.5;1;Winter;Snowy
4.0;74;7.0;0;Winter;Snowy
29.0;56;15.0;1;Autumn;Cloudy
12.0;89;19.0;0;Winter;Rainy
16.0;77;8.0;1;Summer;Cloudy
24.0;70;2.5;2;Autumn;Cloudy
3.0;72;3.0;1;Winter;Snowy
0.0;60;18.0;0;Winter;Snowy
42.0;66;7.0;9;Winter;Sunny
-7.0;74;0.5;1;Winter;Snowy
29.0;23;8.5;6;Summer;Sunny
24.0;95;9.0;4;Spring;Cloudy
33.0;74;12.5;12;Autumn;Sunny
17.0;60;9.5;2;Summer;Cloudy
33.0;27;8.5;6;Winter;Sunny
2.0;66;0.5;0;Winter;Snowy
23.0;52;12.5;1;Summer;Cloudy
30.0;28;6.5;7;Summer;Sunny
-7.0;76;19.5;1;Winter;Snowy
23.0;67;3.0;8;Summer;Sunny
-10.0;79;18.5;0;Winter;Snowy
18.0;51;7.0;3;Spring;Cloudy
0.0;67;5.5;0;Winter;Snowy
26.0;77;13.5;3;Autumn;Cloudy
31.0;60;3.0;4;Summer;Cloudy
1.0;83;17.0;1;Winter;Snowy
29.0;64;9.0;2;Winter;Rainy
27.0;85;11.5;0;Autumn;Rainy
34.0;96;15.0;2;Summer;Rainy
29.0;25;7.0;11;Autumn;Sunny
24.0;44;8.0;6;Spring;Sunny
43.0;20;6.5;5;Spring;Sunny
34.0;69;9.5;9;Winter;Sunny
15.0;69;2.0;4;Autumn;Cloudy
-12.0;61;8.5;2;Spring;Sunny
35.0;57;6.0;10;Autumn;Sunny
-4.0;71;9.5;1;Winter;Snowy
54.0;107;10.0;8;Spring;Cloudy
-15.0;34;2.5;3;Autumn;Sunny
-9.0;70;8.5;0;Winter;Snowy
30.0;52;0.0;1;Autumn;Cloudy
19.0;61;7.5;0;Spring;Rainy
15.0;93;16.5;0;Winter;Rainy
37.0;34;4.5;11;Winter;Sunny
29.0;61;10.5;2;Summer;Cloudy
-2.0;60;2.0;0;Winter;Snowy
23.0;77;27.0;4;Summer;Rainy
21.0;61;15.5;3;Autumn;Rainy
12.0;52;10.0;3;Winter;Cloudy
-9.0;78;12.5;1;Winter;Snowy
32.0;56;12.5;1;Summer;Cloudy
22.0;46;12.0;11;Winter;Cloudy
-6.0;106;33.0;1;Winter;Snowy
-2.0;106;24.0;13;Winter;Snowy
26.0;66;2.0;9;Spring;Sunny
-10.0;93;18.0;1;Winter;Snowy
30.0;71;14.5;4;Spring;Cloudy
11.0;50;14.0;1;Autumn;Cloudy
26.0;93;12.5;1;Winter;Rainy
-4.0;70;6.0;0;Winter;Snowy
24.0;60;11.5;3;Autumn;Rainy
-7.0;73;4.0;0;Winter;Snowy
-8.0;68;5.5;1;Winter;Snowy
30.0;63;0.0;3;Winter;Cloudy
52.0;109;22.5;9;Summer;Cloudy
16.0;103;24.5;11;Spring;Cloudy
20.0;67;5.0;0;Spring;Rainy
-1.0;107;14.5;13;Winter;Snowy
30.0;56;4.0;13;Winter;Cloudy
33.0;65;4.0;2;Winter;Cloudy
26.0;27;6.0;5;Autumn;Sunny
28.0;77;14.5;3;Winter;Cloudy
34.0;77;0.5;4;Spring;Cloudy
-3.0;53;7.5;10;Autumn;Cloudy
1.0;95;15.5;1;Winter;Snowy
21.0;102;20.0;14;Spring;Cloudy
11.0;77;13.0;4;Spring;Cloudy
45.0;34;14.5;1;Autumn;Rainy
24.0;92;2.0;1;Winter;Cloudy
47.0;86;21.0;5;Winter;Cloudy
24.0;63;10.0;0;Summer;Rainy
18.0;77;12.5;2;Summer;Cloudy
33.0;73;5.0;9;Spring;Cloudy
15.0;66;8.5;1;Autumn;Rainy
51.0;92;14.0;1;Winter;Sunny
27.0;71;17.5;2;Winter;Rainy
35.0;55;4.0;8;Summer;Rainy
10.0;74;1.0;4;Autumn;Cloudy
44.0;86;2.5;2;Spring;Sunny
20.0;52;6.0;2;Summer;Cloudy
21.0;71;13.0;3;Winter;Cloudy
36.0;81;8.0;10;Spring;Sunny
28.0;31;2.5;5;Spring;Sunny
43.0;20;1.0;5;Autumn;Sunny
30.0;69;15.5;2;Winter;Rainy
3.0;72;9.0;1;Winter;Snowy
1.0;72;15.5;1;Winter;Snowy
28.0;65;7.0;7;Summer;Sunny
32.0;39;7.5;9;Autumn;Sunny
22.0;55;0.0;1;Autumn;Cloudy
32.0;80;7.0;0;Autumn;Rainy
21.0;86;9.5;1;Spring;Rainy
29.0;64;12.5;0;Spring;Rainy
65.0;106;20.5;14;Spring;Cloudy
35.0;20;9.5;9;Winter;Sunny
20.0;38;4.5;14;Winter;Snowy
24.0;72;18.0;0;Winter;Rainy
1.0;73;7.5;1;Winter;Snowy
20.0;71;14.0;3;Winter;Rainy
-1.0;21;5.5;10;Summer;Rainy
32.0;51;2.0;11;Summer;Sunny
24.0;60;7.0;2;Spring;Cloudy
-8.0;92;18.5;0;Winter;Snowy
-1.0;94;13.0;0;Winter;Snowy
13.0;50;6.0;1;Summer;Cloudy
21.0;70;20.0;13;Summer;Cloudy
19.0;102;9.0;2;Winter;Sunny
11.0;67;7.0;1;Autumn;Cloudy
23.0;72;16.0;2;Spring;Rainy
-6.0;96;7.0;0;Winter;Snowy
24.0;24;3.0;10;Summer;Sunny
6.0;79;40.0;2;Winter;Snowy
33.0;98;41.0;3;Winter;Rainy
-22.0;94;24.5;6;Winter;Snowy
-7.0;91;15.0;1;Winter;Snowy
10.0;68;10.5;1;Summer;Cloudy
31.0;70;9.0;2;Autumn;Cloudy
13.0;99;18.0;3;Summer;Rainy
0.0;74;2.5;0;Winter;Snowy
2.0;89;19.5;2;Winter;Snowy
38.0;59;1.5;5;Summer;Sunny
0.0;93;5.5;1;Winter;Snowy
19.0;65;5.5;5;Winter;Sunny
37.0;59;5.0;9;Winter;Sunny
10.0;76;11.5;12;Spring;Snowy
44.0;22;1.5;8;Summer;Sunny
-12.0;71;17.0;8;Winter;Snowy
-5.0;106;32.5;2;Winter;Snowy
19.0;62;1.0;2;Autumn;Cloudy
32.0;44;2.0;6;Spring;Sunny
29.0;43;3.5;7;Summer;Sunny
25.0;71;15.0;7;Spring;Rainy
17.0;76;13.5;0;Summer;Rainy
51.0;102;6.0;6;Autumn;Cloudy
17.0;77;2.0;4;Autumn;Cloudy
-10.0;64;18.0;0;Winter;Snowy
17.0;68;10.0;4;Spring;Cloudy
32.0;79;2.5;4;Summer;Cloudy
-13.0;87;13.5;1;Winter;Snowy
-8.0;61;3.5;0;Winter;Snowy
19.0;61;17.5;0;Winter;Rainy
38.0;58;2.0;5;Autumn;Sunny
40.0;81;33.5;12;Spring;Rainy
1.0;87;16.5;1;Winter;Snowy
30.0;46;9.0;11;Autumn;Sunny
-3.0;65;10.0;1;Winter;Snowy
11.0;65;14.5;3;Autumn;Rainy
22.0;89;12.0;11;Winter;Cloudy
47.0;52;13.0;11;Summer;Sunny
37.0;35;1.5;8;Winter;Sunny
-2.0;73;4.5;1;Winter;Snowy
19.0;98;11.0;0;Winter;Rainy
17.0;99;7.5;0;Winter;Rainy
-4.0;81;17.5;0;Winter;Snowy
28.0;41;1.5;8;Spring;Snowy
31.0;73;24.0;8;Winter;Rainy
25.0;76;5.5;1;Spring;Cloudy
34.0;35;8.0;11;Winter;Sunny
-7.0;93;7.5;0;Winter;Snowy
12.0;83;15.0;0;Winter;Rainy
32.0;54;14.0;3;Winter;Cloudy
-7.0;87;21.0;13;Winter;Snowy
29.0;57;8.5;6;Autumn;Sunny
4.0;73;1.0;1;Winter;Snowy
16.0;86;16.0;1;Winter;Rainy
23.0;44;1.0;11;Autumn;Sunny
-6.0;72;2.5;1;Winter;Snowy
-9.0;60;17.5;0;Winter;Snowy
28.0;57;5.5;4;Autumn;Cloudy
43.0;48;6.0;11;Winter;Sunny
28.0;75;10.5;2;Summer;Cloudy
27.0;56;7.0;4;Winter;Cloudy
35.0;101;22.5;12;Winter;Cloudy
35.0;64;3.5;7;Summer;Sunny
34.0;66;12.0;3;Spring;Rainy
14.0;85;34.0;7;Spring;Rainy
38.0;59;2.5;11;Winter;Sunny
35.0;64;3.5;5;Winter;Sunny
28.0;88;41.0;11;Autumn;Rainy
25.0;63;3.5;3;Summer;Cloudy
22.0;74;18.0;3;Winter;Rainy
36.0;42;0.0;11;Winter;Sunny
15.0;89;16.0;2;Summer;Rainy
20.0;74;8.0;2;Summer;Rainy
27.0;75;16.0;0;Summer;Rainy
91.0;100;3.0;2;Summer;Sunny
21.0;80;13.5;0;Spring;Rainy
31.0;64;5.0;8;Summer;Sunny
34.0;29;5.5;5;Spring;Sunny
21.0;65;4.5;6;Summer;Sunny
0.0;82;18.5;0;Winter;Snowy
27.0;69;3.0;4;Spring;Cloudy
29.0;48;8.5;8;Autumn;Sunny
20.0;48;6.0;7;Winter;Sunny
34.0;71;6.0;4;Spring;Cloudy
19.0;97;10.0;2;Spring;Rainy
39.0;79;11.5;9;Winter;Cloudy
18.0;96;25.5;14;Spring;Rainy
30.0;98;16.0;2;Summer;Rainy
24.0;94;5.5;2;Winter;Rainy
18.0;68;13.0;3;Summer;Cloudy
27.0;89;11.0;1;Winter;Rainy
14.0;91;5.0;0;Spring;Rainy
19.0;65;2.5;1;Spring;Cloudy
19.0;92;11.0;2;Winter;Rainy
28.0;77;16.5;2;Autumn;Rainy
19.0;62;13.0;1;Spring;Cloudy
-2.0;92;5.0;0;Winter;Snowy
27.0;33;14.0;2;Summer;Snowy
-6.0;76;12.0;3;Autumn;Rainy
-21.0;91;22.0;8;Winter;Snowy
25.0;53;10.5;2;Spring;Cloudy
34.0;74;5.5;2;Spring;Cloudy
17.0;91;15.0;0;Summer;Rainy
33.0;57;0.5;5;Summer;Sunny
30.0;90;13.0;1;Spring;Rainy
33.0;78;25.5;3;Autumn;Rainy
20.0;68;4.5;1;Spring;Sunny
49.0;75;11.5;10;Summer;Sunny
18.0;82;8.5;0;Summer;Rainy
14.0;57;9.0;4;Autumn;Cloudy
41.0;43;8.0;11;Summer;Sunny
22.0;72;3.5;2;Winter;Cloudy
-16.0;27;14.5;10;Autumn;Cloudy
48.0;74;8.5;3;Summer;Sunny
4.0;99;11.5;0;Winter;Snowy
36.0;105;12.5;12;Summer;Cloudy
25.0;27;5.0;9;Autumn;Sunny
19.0;62;19.0;1;Spring;Rainy
20.0;67;9.0;4;Autumn;Cloudy
12.0;63;14.5;4;Winter;Cloudy
24.0;89;12.5;3;Winter;Rainy
23.0;62;9.0;4;Autumn;Cloudy
14.0;74;5.5;1;Spring;Rainy
26.0;91;9.5;3;Summer;Rainy
17.0;87;33.5;13;Winter;Cloudy
27.0;66;13.5;0;Winter;Rainy
32.0;104;14.0;9;Summer;Rainy
25.0;50;12.5;2;Spring;Cloudy
34.0;60;3.0;7;Spring;Sunny
31.0;77;13.5;4;Autumn;Cloudy
36.0;71;9.0;13;Spring;Cloudy
17.0;66;4.5;9;Winter;Sunny
-7.0;83;9.5;1;Winter;Snowy
2.0;103;7.0;14;Winter;Snowy
-6.0;68;8.5;0;Winter;Snowy
-8.0;78;13.0;1;Winter;Snowy
18.0;57;13.0;5;Winter;Cloudy
20.0;72;8.5;2;Autumn;Rainy
17.0;60;0.0;3;Summer;Cloudy
4.0;85;17.0;0;Winter;Snowy
34.0;20;0.5;3;Autumn;Cloudy
32.0;95;17.5;3;Autumn;Rainy
14.0;78;0.5;2;Autumn;Cloudy
38.0;63;5.5;6;Spring;Sunny
36.0;57;8.0;10;Autumn;Sunny
30.0;61;7.0;5;Spring;Sunny
21.0;61;9.5;3;Spring;Cloudy
-18.0;103;25.0;9;Winter;Snowy
-9.0;43;10.0;13;Winter;Cloudy
-9.0;61;6.5;4;Summer;Rainy
11.0;64;5.0;0;Winter;Rainy
17.0;69;9.5;1;Spring;Rainy
24.0;54;2.5;10;Winter;Sunny
41.0;44;1.5;5;Winter;Sunny
29.0;55;0.5;1;Winter;Cloudy
11.0;81;16.5;3;Autumn;Rainy
31.0;69;10.0;8;Winter;Sunny
1.0;68;6.5;1;Winter;Snowy
-4.0;68;14.0;1;Winter;Snowy
-8.0;96;16.0;1;Winter;Snowy
39.0;28;9.0;8;Winter;Sunny
48.0;96;18.0;11;Summer;Rainy
30.0;58;1.0;2;Winter;Cloudy
2.0;100;27.0;12;Winter;Snowy
24.0;78;11.5;4;Spring;Cloudy
25.0;71;12.5;4;Summer;Rainy
23.0;89;40.5;0;Summer;Rainy
34.0;74;0.0;4;Autumn;Rainy
50.0;106;13.5;8;Autumn;Sunny
25.0;68;0.5;8;Spring;Sunny
20.0;79;13.5;1;Autumn;Rainy
30.0;78;15.5;3;Winter;Rainy
17.0;54;12.0;3;Summer;Cloudy
-5.0;21;11.0;1;Spring;Snowy
-1.0;70;5.0;0;Winter;Snowy
19.0;56;5.0;4;Summer;Cloudy
19.0;64;15.0;3;Winter;Cloudy
19.0;67;9.0;0;Winter;Rainy
-18.0;32;9.0;12;Spring;Snowy
10.0;82;8.5;0;Winter;Rainy
-3.0;87;11.5;1;Winter;Snowy
16.0;79;12.5;1;Spring;Rainy
48.0;94;14.5;0;Spring;Cloudy
32.0;62;8.5;2;Autumn;Cloudy
10.0;73;1.5;3;Winter;Cloudy
15.0;50;15.0;2;Winter;Cloudy
22.0;85;5.5;2;Summer;Rainy
-2.0;68;8.5;1;Winter;Snowy
-9.0;88;12.5;0;Winter;Snowy
24.0;77;6.0;2;Summer;Rainy
25.0;85;9.0;1;Winter;Rainy
2.0;86;21.5;9;Winter;Snowy
30.0;52;8.5;6;Autumn;Sunny
23.0;93;20.0;3;Spring;Rainy
-10.0;69;4.5;0;Winter;Snowy
25.0;73;11.5;4;Summer;Cloudy
30.0;81;17.0;0;Autumn;Rainy
33.0;52;11.0;1;Autumn;Cloudy
23.0;35;5.0;9;Spring;Sunny
29.0;48;7.5;6;Winter;Sunny
24.0;70;5.0;1;Autumn;Cloudy
-3.0;93;1.0;0;Winter;Snowy
31.0;24;3.5;11;Autumn;Sunny
-9.0;84;12.0;0;Winter;Snowy
30.0;75;11.5;1;Winter;Cloudy
26.0;81;16.0;1;Winter;Rainy
26.0;63;7.5;2;Autumn;Rainy
27.0;59;11.5;1;Spring;Cloudy
9.0;32;4.0;9;Autumn;Cloudy
5.0;71;9.5;6;Winter;Snowy
24.0;44;3.0;7;Autumn;Sunny
18.0;95;6.0;1;Winter;Rainy
28.0;65;11.5;1;Autumn;Rainy
22.0;51;4.5;3;Spring;Cloudy
-3.0;88;16.5;0;Winter;Snowy
23.0;76;23.0;10;Summer;Cloudy
21.0;30;1.5;5;Spring;Sunny
32.0;63;15.5;0;Spring;Rainy
14.0;78;8.0;3;Summer;Cloudy
20.0;50;5.5;8;Autumn;Cloudy
-9.0;79;19.0;1;Winter;Snowy
31.0;71;13.0;3;Winter;Cloudy
34.0;62;4.5;1;Winter;Sunny
-3.0;83;11.5;0;Winter;Snowy
25.0;99;18.5;3;Spring;Rainy
3.0;92;6.0;1;Winter;Snowy
17.0;61;9.5;3;Winter;Cloudy
-5.0;95;8.5;1;Winter;Snowy
32.0;94;10.0;2;Summer;Rainy
10.0;74;4.0;1;Spring;Cloudy
-6.0;71;9.0;1;Winter;Snowy
15.0;56;6.5;3;Autumn;Cloudy
-1.0;69;5.5;1;Winter;Snowy
43.0;51;6.5;11;Winter;Sunny
25.0;55;9.0;4;Autumn;Cloudy
18.0;52;5.0;4;Winter;Cloudy
-4.0;26;11.0;4;Summer;Sunny
10.0;52;5.0;4;Autumn;Cloudy
30.0;24;6.5;9;Autumn;Sunny
29.0;59;8.5;9;Winter;Sunny
33.0;21;9.5;10;Spring;Sunny
33.0;77;6.5;2;Summer;Rainy
31.0;84;5.5;2;Summer;Rainy
12.0;70;18.0;0;Spring;Rainy
48.0;99;38.5;9;Autumn;Rainy
31.0;99;9.5;3;Winter;Rainy
40.0;61;12.5;10;Summer;Sunny
33.0;53;4.0;4;Autumn;Cloudy
10.0;62;12.5;2;Autumn;Cloudy
43.0;42;3.0;7;Winter;Sunny
36.0;50;4.5;6;Autumn;Sunny
10.0;95;8.0;0;Winter;Rainy
27.0;66;8.5;4;Spring;Cloudy
74.0;101;18.0;6;Spring;Sunny
32.0;61;5.5;2;Summer;Rainy
43.0;48;1.0;10;Autumn;Sunny
0.0;61;2.0;1;Winter;Snowy
29.0;36;2.5;11;Winter;Sunny
53.0;73;29.0;13;Winter;Cloudy
30.0;75;10.0;3;Summer;Cloudy
18.0;51;3.0;4;Summer;Cloudy
26.0;63;4.5;9;Autumn;Sunny
42.0;45;2.0;9;Summer;Sunny
28.0;40;1.5;11;Summer;Sunny
39.0;49;6.0;11;Spring;Rainy
63.0;72;22.0;1;Winter;Rainy
33.0;40;6.5;9;Autumn;Sunny
34.0;76;14.5;2;Winter;Cloudy
-4.0;71;9.5;0;Winter;Snowy
15.0;84;18.0;1;Autumn;Rainy
-8.0;64;20.0;0;Winter;Snowy
43.0;48;4.5;11;Autumn;Sunny
27.0;43;1.0;9;Summer;Sunny
18.0;80;11.5;1;Autumn;Rainy
40.0;28;2.5;8;Summer;Sunny
-9.0;96;19.5;1;Winter;Snowy
15.0;70;13.5;4;Summer;Cloudy
-2.0;63;7.5;0;Winter;Snowy
11.0;74;10.0;14;Spring;Sunny
10.0;51;5.0;2;Summer;Cloudy
18.0;77;15.5;1;Autumn;Rainy
21.0;76;13.5;1;Spring;Cloudy
30.0;58;10.5;12;Summer;Sunny
26.0;54;6.0;2;Winter;Cloudy
60.0;81;21.0;13;Autumn;Rainy
24.0;78;17.5;14;Spring;Cloudy
40.0;54;3.5;6;Autumn;Rainy
21.0;23;9.0;11;Summer;Rainy
-7.0;75;17.5;8;Winter;Snowy
26.0;49;8.5;13;Winter;Cloudy
27.0;27;0.5;10;Spring;Sunny
48.0;50;10.0;8;Summer;Rainy
43.0;42;7.0;8;Winter;Sunny
31.0;65;7.5;3;Spring;Rainy
12.0;76;4.0;2;Winter;Cloudy
41.0;39;3.0;6;Winter;Sunny
34.0;72;0.5;1;Winter;Cloudy
38.0;49;13.5;1;Autumn;Sunny
24.0;36;8.5;9;Spring;Sunny
14.0;76;4.0;1;Summer;Cloudy
29.0;40;0.5;10;Autumn;Cloudy
-3.0;89;44.0;12;Winter;Snowy
2.0;75;19.0;0;Winter;Snowy
46.0;81;20.5;14;Summer;Cloudy
17.0;51;8.0;2;Summer;Cloudy
3.0;68;2.5;1;Winter;Snowy
29.0;45;3.5;11;Autumn;Sunny
18.0;92;12.0;4;Summer;Cloudy
2.0;49;11.5;11;Summer;Rainy
33.0;65;7.5;1;Summer;Cloudy
37.0;22;4.0;5;Winter;Sunny
30.0;64;12.5;1;Autumn;Cloudy
10.0;78;12.0;1;Autumn;Cloudy
28.0;71;14.5;2;Winter;Cloudy
14.0;73;18.0;2;Winter;Rainy
17.0;92;30.0;13;Autumn;Rainy
-5.0;82;9.0;1;Winter;Snowy
37.0;73;11.0;1;Winter;Cloudy
-6.0;69;18.0;1;Winter;Snowy
24.0;63;1.0;4;Winter;Cloudy
-10.0;77;19.0;1;Winter;Snowy
30.0;73;13.0;0;Summer;Rainy
16.0;82;5.5;1;Winter;Rainy
23.0;55;13.0;3;Winter;Cloudy
22.0;22;5.0;5;Spring;Sunny
34.0;63;8.0;2;Summer;Cloudy
23.0;43;5.0;6;Autumn;Sunny
18.0;96;3.5;0;Winter;Cloudy
14.0;71;0.5;4;Autumn;Cloudy
39.0;53;2.0;5;Winter;Sunny
26.0;68;13.0;2;Spring;Cloudy
30.0;84;15.0;3;Winter;Rainy
18.0;75;11.0;1;Spring;Cloudy
15.0;58;11.5;2;Summer;Cloudy
3.0;74;10.0;14;Winter;Rainy
34.0;99;34.0;9;Autumn;Rainy
1.0;61;10.0;0;Winter;Snowy
8.0;71;24.5;6;Autumn;Cloudy
17.0;95;20.0;0;Winter;Rainy
19.0;73;16.5;6;Winter;Cloudy
33.0;97;21.0;6;Summer;Rainy
-16.0;98;4.5;0;Winter;Snowy
27.0;55;9.5;8;Winter;Sunny
12.0;93;9.5;0;Spring;Rainy
14.0;73;13.0;1;Autumn;Cloudy
22.0;78;2.5;1;Summer;Cloudy
35.0;106;23.5;3;Summer;Sunny
27.0;63;9.0;0;Summer;Rainy
29.0;62;9.5;4;Winter;Cloudy
34.0;74;8.5;2;Summer;Rainy
33.0;82;17.5;1;Winter;Rainy
-7.0;81;0.5;0;Winter;Snowy
44.0;80;2.0;5;Spring;Sunny
31.0;70;29.0;1;Autumn;Cloudy
14.0;61;10.0;0;Summer;Rainy
34.0;67;12.0;2;Summer;Cloudy
28.0;69;17.0;3;Summer;Rainy
17.0;32;0.0;1;Summer;Sunny
30.0;74;10.5;4;Autumn;Cloudy
54.0;71;19.5;6;Autumn;Rainy
32.0;73;14.0;1;Spring;Cloudy
14.0;77;2.5;1;Winter;Cloudy
21.0;67;15.5;0;Winter;Rainy
24.0;27;2.5;11;Autumn;Sunny
12.0;81;15.0;0;Autumn;Rainy
29.0;95;18.5;0;Autumn;Rainy
33.0;77;14.0;1;Winter;Rainy
68.0;72;34.5;10;Summer;Rainy
13.0;56;5.0;1;Summer;Cloudy
15.0;61;10.5;4;Winter;Cloudy
43.0;24;7.0;9;Summer;Sunny
27.0;39;7.0;9;Autumn;Sunny
27.0;71;9.0;2;Spring;Cloudy
44.0;20;9.5;7;Summer;Sunny
1.0;69;14.0;0;Winter;Snowy
16.0;83;8.0;0;Winter;Rainy
29.0;54;3.5;4;Autumn;Cloudy
-13.0;52;5.5;14;Spring;Sunny
-9.0;82;1.5;0;Winter;Snowy
39.0;39;3.5;8;Summer;Sunny
30.0;63;9.5;3;Summer;Cloudy
44.0;63;8.0;6;Winter;Sunny
11.0;63;14.0;4;Spring;Cloudy
21.0;61;6.0;3;Autumn;Cloudy
22.0;60;8.5;2;Winter;Cloudy
14.0;90;7.0;0;Spring;Rainy
-3.0;81;6.0;0;Winter;Snowy
24.0;70;10.5;12;Summer;Snowy
41.0;66;5.5;10;Autumn;Sunny
13.0;88;8.0;1;Winter;Rainy
46.0;106;1.5;5;Summer;Sunny
12.0;68;3.5;3;Autumn;Cloudy
30.0;93;26.5;11;Autumn;Cloudy
23.0;87;9.5;0;Spring;Rainy
-4.0;83;37.5;3;Winter;Snowy
31.0;89;19.0;1;Summer;Rainy
28.0;91;8.5;6;Autumn;Sunny
0.0;96;6.5;0;Winter;Snowy
32.0;94;5.5;0;Winter;Rainy
9.0;57;1.5;10;Winter;Rainy
40.0;93;19.5;12;Summer;Sunny
41.0;46;0.5;10;Autumn;Sunny
15.0;70;11.0;2;Autumn;Rainy
16.0;60;19.5;3;Autumn;Rainy
2.0;61;19.5;1;Winter;Snowy
-20.0;76;14.5;13;Summer;Snowy
22.0;60;1.5;1;Spring;Cloudy
27.0;55;7.0;1;Summer;Cloudy
4.0;79;3.5;1;Winter;Snowy
28.0;55;12.0;2;Winter;Cloudy
28.0;69;5.5;1;Spring;Rainy
27.0;77;13.5;4;Autumn;Cloudy
26.0;97;18.0;3;Autumn;Rainy
19.0;86;6.5;3;Summer;Rainy
33.0;72;9.5;0;Winter;Rainy
5.0;94;32.0;1;Winter;Snowy
20.0;67;4.0;2;Spring;Cloudy
25.0;81;8.5;1;Summer;Rainy
-6.0;76;10.5;7;Summer;Sunny
-1.0;60;10.0;0;Winter;Snowy
31.0;61;6.5;8;Summer;Sunny
27.0;84;12.5;3;Winter;Rainy
45.0;49;2.0;3;Summer;Snowy
20.0;67;8.0;4;Spring;Cloudy
30.0;64;6.0;3;Summer;Rainy
0.0;90;19.5;1;Winter;Snowy
11.0;93;7.0;1;Winter;Rainy
30.0;22;2.5;11;Autumn;Sunny
47.0;62;8.5;10;Winter;Rainy
25.0;60;13.5;3;Autumn;Rainy
-1.0;76;13.5;1;Winter;Snowy
30.0;96;4.5;1;Summer;Cloudy
-3.0;73;22.5;2;Winter;Snowy
49.0;92;18.5;14;Autumn;Sunny
-1.0;84;28.0;3;Winter;Snowy
